idx,texto,tipo,subtipo
1324,Quero ler a avaliação de desempenho e evolução funcional dos servidores da ALRN.,doc,
1325,Qual a base de cálculo para férias e 13º salário segundo a ALRN?,doc,
1326,Existe uma resolução que regula o cálculo do terço de férias?,doc,
1327,Me envie o documento da Resolução Nº 618 de 21 de junho de 2022.,doc,
1328,Qual a regulamentação dos cargos de Analista Legislativo e Técnico Legislativo?,doc,
1329,Como funciona a substituição de cargos e funções na ALRN?,doc,
1330,"O que diz a Resolução Nº 64, de 19 de dezembro de 2022?",doc,
1331,Onde encontro as normas sobre venda de férias na ALRN?,doc,
1332,"Preciso ler a Resolução Nº 133, de 27 de março de 2025 sobre férias.",doc,
1333,Você pode mostrar o manual de processo legislativo da ALRN?,doc,
1334,Existe um manual do processo legislativo disponível para consulta?,doc,
1335,Qual o endereço eletrônico para acessar o regime jurídico dos servidores?,doc,
1336,Quais documentos legislativos tratam de carreiras e vencimentos na ALRN?,doc,
1337,Tem alguma resolução sobre plano de cargos da ALRN publicada em 2017?,doc,
1338,Me explique o que trata a Resolução Nº 75/2024.,doc,
1339,Qual resolução trata do auxílio saúde para os servidores da ALRN?,doc,
1340,A Resolução Nº 106/2018 é sobre o que exatamente?,doc,
1341,Me traga o conteúdo da resolução sobre avaliação de desempenho de 2019.,doc,
1342,Tem alguma resolução atualizada sobre avaliação funcional dos servidores?,doc,
1343,Onde está publicada a resolução que regula o cálculo das férias?,doc,
1344,Me envie o texto articulado da Resolução Nº 77 de 10 de julho de 2024.,doc,
1345,Qual a diferença entre as resoluções Nº 75 e Nº 89?,doc,
1346,O que mudou no plano de cargos em 27 de junho de 2024?,doc,
1347,Me informe se houve mudanças no plano de cargos em 2017.,doc,
1348,Existe algum documento que regulamente especificamente os cargos de Analista Legislativo?,doc,
1349,Qual documento oficial regulamenta a substituição de funções na ALRN?,doc,
1350,Você pode me enviar o documento da Resolução Nº 64/2022?,doc,
1351,Quero o texto completo da Resolução Nº 133/2025.,doc,
1352,Qual o conteúdo do manual de processo legislativo da ALRN?,doc,
1353,A Resolução Nº 089/2017 pode ser acessada online?,doc,
1354,Onde encontro o texto consolidado da resolução sobre plano de cargos?,doc,
1355,Me envie as regras sobre avaliação de desempenho de 2019.,doc,
1356,Tem documento que explique as regras de substituição de cargos na ALRN?,doc,
1357,Quais resoluções tratam do plano de carreira da Assembleia Legislativa do RN?,doc,
1358,Existe uma resolução sobre auxílio saúde publicada em julho de 2024?,doc,
1359,Me mostre o conteúdo da resolução nº 78/2024.,doc,
1360,Quais normas regem a venda de férias dos servidores da ALRN?,doc,
1361,Me explique o que trata a Resolução nº 133/2025.,doc,
1362,Posso consultar o Regimento Interno da ALRN em formato PDF?,doc,
1363,Tem algum ato da mesa que trate dos cargos de técnico legislativo?,doc,
1364,Onde encontro a legislação sobre o regime jurídico dos servidores do RN?,doc,
1365,Me mostre os artigos principais do regime jurídico dos servidores do RN.,doc,
1366,Quero uma lista de resoluções que falem sobre cargos na ALRN.,doc,
1367,Quais resoluções tratam da avaliação funcional na ALRN?,doc,
1368,Me envie o conteúdo integral da resolução sobre o plano de cargos de 2017.,doc,
1369,"Existe algum documento com o título “Plano de Cargos, Carreiras e Vencimentos dos servidores efetivos”?",doc,
1370,Me mostre a Resolução Nº 77/2024.,doc,
1371,"Você pode enviar o texto completo da Resolução Nº 64, de 19 de dezembro de 2022?",doc,
1372,Tem como acessar o conteúdo da Resolução Nº 75/2024?,doc,
1373,Quero a resolução que trata da substituição de cargos e funções.,doc,
1374,Quais documentos tratam do plano de cargos e carreiras dos servidores da ALRN?,doc,
1375,Me explique o que trata a Resolução Nº 78 de 2024.,doc,
1376,Onde posso baixar a Resolução Nº 106/2018?,doc,
1377,Preciso consultar a Resolução Nº 2388 de 27 de agosto de 2019.,doc,
1378,Me informe onde encontrar a Resolução Nº 618 de 2022.,doc,
1379,Qual o conteúdo da Resolução Nº 64/2022?,doc,
1380,Tem alguma resolução sobre a venda de férias em 2025?,doc,
1381,Quero o texto do Manual de Processo Legislativo da ALRN.,doc,
1382,Você tem o arquivo do regime jurídico dos servidores do RN?,doc,
1383,Onde está disponível a resolução sobre o plano de cargos de 2024?,doc,
1384,"Me envie a Resolução Nº 75, de 27 de junho de 2024.",doc,
1385,Qual o documento oficial que trata do auxílio de assistência à saúde na ALRN?,doc,
1386,Quais normas regem a avaliação do servidor em estágio probatório na ALRN?,doc,
1387,Quero o texto completo da Resolução Nº 106/2018.,doc,
1388,Tem alguma resolução que trata da avaliação de desempenho e evolução funcional?,doc,
1389,Me envie o texto da Resolução Nº 2388/2019.,doc,
1390,Onde está a resolução que regulamenta o cálculo das férias e do 13º salário?,doc,
1391,Quero a base de cálculo do terço de férias segundo a ALRN.,doc,
1392,Existe uma resolução sobre o plano de cargos e vencimentos dos servidores?,doc,
1393,Me informe as regras de substituição de cargos e funções.,doc,
1394,Quais documentos tratam da regulamentação dos cargos legislativos na ALRN?,doc,
1395,"Me mostre o conteúdo da Resolução Nº 64, de dezembro de 2022.",doc,
1396,Quero a Resolução Nº 133/2025 na íntegra.,doc,
1397,Onde posso encontrar o Manual de Processo Legislativo?,doc,
1398,Qual o texto integral do Regimento Interno da ALRN?,doc,
1399,Você tem a Lei Complementar Estadual nº 122 de 1994 em formato texto?,doc,
1400,Me envie os principais pontos do regime jurídico dos servidores do RN.,doc,
1401,Tem documento que regulamente o plano de cargos e carreiras da ALRN?,doc,
1402,Qual resolução da ALRN trata do auxílio saúde?,doc,
1403,Quero a Resolução Nº 78/2024.,doc,
1404,Me informe as normas sobre avaliação de estágio probatório na ALRN.,doc,
1405,Onde está a Resolução Nº 106/2018?,doc,
1406,Quais os pontos principais da Resolução Nº 2388/2019?,doc,
1407,Poderia me fornecer o regimento interno da ALRN?,doc,
1408,Onde posso consultar o regime jurídico dos servidores do RN?,doc,
1409,"Qual é o conteúdo do plano de cargos, carreiras e vencimentos da ALRN?",doc,
1410,Gostaria de acessar a resolução nº 75/2024.,doc,
1411,Tem como me mostrar a resolução nº 78/2024 sobre o auxílio saúde?,doc,
1412,Quais são os critérios para a avaliação do servidor em estágio probatório?,doc,
1413,Onde encontro a resolução nº 106/2018 da ALRN?,doc,
1414,Pode disponibilizar a resolução nº 133/2025 sobre férias?,doc,
1415,Me envie o manual com os procedimentos do processo legislativo.,doc,
1416,Quero consultar a resolução nº 89/2017.,doc,
1417,Preciso do conteúdo da resolução nº 618/2022.,doc,
1418,Você tem a resolução nº 64/2022 para me mostrar?,doc,
1419,Quais são as regras do plano de cargos da ALRN?,doc,
1420,Existe alguma norma sobre a venda de férias na ALRN?,doc,
1421,Onde estão as diretrizes sobre férias dos servidores?,doc,
1422,Mostre o texto integral do regimento da Assembleia Legislativa do RN.,doc,
1423,Quero ler a legislação que define o regime dos servidores estaduais do RN.,doc,
1424,Você pode me encaminhar o plano de cargos e salários da ALRN?,doc,
1425,Envie a íntegra da resolução 75/2024.,doc,
1426,Me diga o que diz a resolução sobre o auxílio saúde aprovada em 2024.,doc,
1427,Há um documento que trate da avaliação em estágio probatório?,doc,
1428,Qual é o teor da resolução nº 106 de 2018?,doc,
1429,O que está previsto na resolução nº 133 de 2025 sobre as férias?,doc,
1430,Como funciona o processo legislativo na ALRN? Há um manual?,doc,
1431,Tem como compartilhar o conteúdo da resolução 89/2017?,doc,
1432,Qual é o texto da resolução nº 618/2022?,doc,
1433,Preciso conhecer os detalhes da resolução nº 64/2022.,doc,
1434,Onde leio as normas do plano de carreiras da Assembleia Legislativa?,doc,
1435,Quais documentos tratam da possibilidade de venda de férias?,doc,
1436,Há regulamentação sobre as férias dos servidores da ALRN?,doc,
1437,Queria acessar os documentos que regem o funcionamento da ALRN.,doc,
1438,Que leis tratam dos servidores públicos estaduais do RN?,doc,
1439,Onde está o conteúdo do plano de cargos da ALRN?,doc,
1440,"Por favor, me mande a resolução de número 75 de 2024.",doc,
1441,Você teria a resolução 78/2024 sobre saúde dos servidores?,doc,
1442,Preciso analisar a avaliação aplicada durante o estágio probatório.,doc,
1443,Qual o conteúdo completo da resolução 106/2018?,doc,
1444,Onde encontro a norma que trata das férias dos servidores?,doc,
1445,Envie o documento que explica o processo legislativo da ALRN.,doc,
1446,Quero ver o teor da resolução de número 89 de 2017.,doc,
1447,Pode me informar o conteúdo da resolução 618/2022?,doc,
1448,Você tem o texto oficial da resolução nº 64 de 2022?,doc,
1449,Onde posso ver a política de férias dos servidores da casa?,doc,
1450,Mande os documentos sobre o regimento da Assembleia do RN.,doc,
1451,Me mostra o plano de desenvolvimento dos cargos da ALRN?,doc,
1452,Pode compartilhar a resolução número 75 de 2024?,doc,
1453,O que trata a norma de 2024 sobre auxílio saúde?,doc,
1454,"Quero ler a resolução de 2018, número 106.",doc,
1455,Tem como me enviar o documento com as regras sobre férias?,doc,
1456,Compartilhe o manual que descreve o processo legislativo.,doc,
1457,Estou procurando a resolução 89/2017.,doc,
1458,Gostaria de ver o conteúdo completo da resolução 618/2022.,doc,
1459,A resolução 64/2022 está disponível?,doc,
1460,Tem informação sobre o plano de cargos da ALRN?,doc,
1461,Onde encontro a regulamentação de férias dos servidores?,doc,
1462,Me mostre as normas internas da Assembleia Legislativa.,doc,
1463,Como é definido o regime legal dos servidores do RN?,doc,
1464,"Posso acessar a resolução de número 75, de 2024?",doc,
1465,Existe documento sobre auxílio saúde aprovado em 2024?,doc,
1466,Você tem a íntegra da resolução 106 de 2018?,doc,
1467,Qual norma regula a concessão de férias?,doc,
1468,Tem manual sobre os procedimentos legislativos da casa?,doc,
1469,Onde posso ver a resolução 89 de 2017?,doc,
1470,Me indique onde ler a resolução 618 de 2022.,doc,
1471,Pode fornecer o conteúdo da resolução 64 de 2022?,doc,
1472,Que normas tratam das férias dos servidores efetivos?,doc,
1473,Disponibilize o regimento da Assembleia Legislativa potiguar.,doc,
1474,Quero consultar o regime jurídico dos servidores estaduais.,doc,
1475,Qual é o conteúdo do plano de carreira da ALRN?,doc,
1476,Você poderia me mandar a resolução 75/2024?,doc,
1477,Tem resolução específica para auxílio saúde?,doc,
1478,"Me diga o que consta na resolução de 2018, número 106.",doc,
1479,Há uma resolução que trate especificamente de férias?,doc,
1480,Onde encontro explicações sobre o processo legislativo?,doc,
1481,A resolução de 2017 com número 89 está disponível?,doc,
1482,"Tem como acessar a resolução 618, de 2022?",doc,
1483,Existe versão digital da resolução nº 64/2022?,doc,
1484,Como é o plano de carreira da Assembleia Legislativa do RN?,doc,
1485,Você tem os documentos internos da ALRN?,doc,
1486,Onde consigo a resolução 75 publicada em 2024?,doc,
1487,"Que conteúdo traz a resolução 106, de 2018?",doc,
1488,O que regula o direito às férias na ALRN?,doc,
1489,Me envie o guia do processo legislativo.,doc,
1490,"Quero ver a resolução nº 89, ano de 2017.",doc,
1491,Onde posso achar o texto do regimento da ALRN?,doc,
1492,Quais são as normas que regem os servidores estaduais do RN?,doc,
1493,Me disponibilize o plano de cargos e salários da Assembleia.,doc,
1494,Há como visualizar a resolução número 75 de 2024?,doc,
1495,Preciso consultar a norma referente ao auxílio saúde de 2024.,doc,
1496,Onde posso encontrar os critérios de avaliação do estágio probatório?,doc,
1497,Você pode me passar a íntegra da resolução 106/2018?,doc,
1498,Qual o conteúdo da norma sobre férias dos servidores?,doc,
1499,Existe um manual explicando o processo legislativo da ALRN?,doc,
1500,Como posso acessar a resolução 89 de 2017?,doc,
1501,Me mostre a resolução 618 publicada em 2022.,doc,
1502,Queria ler a resolução 64 do ano de 2022.,doc,
1503,Quais são as diretrizes sobre estrutura de cargos da ALRN?,doc,
1504,Tem documentação que regulamente as férias dos servidores da casa?,doc,
1505,Qual é o conteúdo do documento regimental da ALRN?,doc,
1506,Como posso obter o regime jurídico do funcionalismo estadual?,doc,
1507,Há informações sobre o plano de cargos e vencimentos?,doc,
1508,Envie o link para a resolução 75 de 2024.,doc,
1509,Preciso do conteúdo da norma de auxílio saúde aprovada em 2024.,doc,
1510,Como funciona a avaliação do servidor no estágio probatório?,doc,
1511,Você pode me mandar a resolução nº 106 de 2018?,doc,
1512,Onde estão definidas as regras sobre férias?,doc,
1513,Há um manual que oriente o processo legislativo interno?,doc,
1514,Qual o conteúdo da resolução nº 89 de 2017?,doc,
1515,A resolução nº 618/2022 está disponível para consulta?,doc,
1516,Quero ler a resolução 64/2022 na íntegra.,doc,
1517,Existe alguma norma específica sobre venda de férias?,doc,
1518,Há um documento que trate da política de férias dos servidores?,doc,
1519,Envie o estatuto que rege o funcionamento da ALRN.,doc,
1520,Você sabe onde encontrar o regime jurídico dos servidores RN?,doc,
1521,Preciso do plano de carreira dos servidores da Assembleia.,doc,
1522,Posso acessar a resolução de número 75 do ano de 2024?,doc,
1523,Me envie a resolução 106 do ano de 2018.,doc,
1524,Onde encontro o documento que regula as férias?,doc,
1525,O processo legislativo está detalhado em algum manual?,doc,
1526,Gostaria de obter a resolução 89 de 2017.,doc,
1527,A resolução nº 618/2022 trata de que assunto?,doc,
1528,Tem como consultar a resolução nº 64 de 2022?,doc,
1529,Preciso do texto completo do regimento da ALRN.,doc,
1530,Onde posso ver as normas do regime jurídico dos servidores estaduais?,doc,
1531,A resolução 75/2024 está disponível em PDF?,doc,
1532,Tem como enviar o arquivo da resolução nº 106/2018?,doc,
1533,O manual do processo legislativo pode ser acessado?,doc,
1534,Qual é o escopo da resolução 89/2017?,doc,
1535,Você possui o conteúdo da resolução 618/2022?,doc,
1536,A resolução 64/2022 está disponível online?,doc,
1537,Existe regulamentação sobre plano de cargos e funções?,doc,
1538,Onde encontro informações sobre a venda de férias?,doc,
1539,Quais são as diretrizes para férias regulamentadas pela ALRN?,doc,
1540,Forneça o documento do regimento interno.,doc,
1541,Me diga onde acessar o regime jurídico dos servidores do RN.,doc,
1542,"Envie o plano de cargos, carreiras e salários da Assembleia.",doc,
1543,A resolução 75/2024 está atualizada?,doc,
1544,O que diz a norma sobre auxílio saúde?,doc,
1545,Me forneça o teor da resolução 106/2018.,doc,
1546,Qual resolução trata de férias?,doc,
1547,Existe um manual de processo legislativo disponível?,doc,
1548,Você pode mostrar a resolução nº 89 do ano de 2017?,doc,
1549,Qual o conteúdo da resolução 618/2022?,doc,
1550,Me mande a resolução 64 publicada em 2022.,doc,
1551,Pode me mostrar as normas sobre venda de férias?,doc,
1552,Onde leio a política de férias dos servidores?,doc,
1553,Envie a regulamentação do regimento da ALRN.,doc,
1554,Regime jurídico dos servidores: onde consultar?,doc,
1555,Qual o plano de carreira vigente na ALRN?,doc,
1556,"Mande a resolução nº 75 de 2024, por favor.",doc,
1557,A resolução 78/2024 está publicada onde?,doc,
1558,Avaliação no estágio probatório: onde estão os critérios?,doc,
1559,"Pode compartilhar a resolução nº 106, de 2018?",doc,
1560,Há resolução específica sobre concessão de férias?,doc,
1561,Manual do processo legislativo: onde encontro?,doc,
1562,Qual é o conteúdo da resolução 89/2017?,doc,
1563,A resolução 618/2022 já está disponível?,doc,
1564,Como acesso a resolução 64/2022?,doc,
1565,Mostre o plano de cargos e carreiras completo.,doc,
1566,Onde está a regulamentação atual de férias?,doc,
1567,Quais são as normas internas da ALRN?,doc,
1568,Me envie o plano funcional da ALRN.,doc,
1569,Tem a versão completa da resolução 75/2024?,doc,
1570,Onde encontro a resolução sobre auxílio saúde?,doc,
1571,Avaliação de desempenho probatório: me mostre as regras.,doc,
1572,Envie a norma número 106/2018.,doc,
1573,Manual de processo legislativo: posso acessar online?,doc,
1574,Preciso ver a resolução nº 89/2017.,doc,
1575,Tem o conteúdo completo da resolução 618/2022?,doc,
1576,Você consegue a resolução 64/2022 para mim?,doc,
1577,Quais são os artigos que tratam das férias dos servidores?,doc,
1578,Gostaria de consultar o regimento legislativo da ALRN.,doc,
1579,Onde encontro o regime jurídico do RN para servidores?,doc,
1580,Me forneça o plano funcional vigente da Assembleia.,doc,
1581,Preciso ver a íntegra da resolução nº 75/2024.,doc,
1582,A resolução de auxílio saúde está atualizada?,doc,
1583,Pode mostrar a resolução 106 de 2018?,doc,
1584,Quais normas falam sobre o direito a férias?,doc,
1585,Me mostre o documento da resolução 89/2017.,doc,
1586,Você tem a resolução 618 de 2022 para compartilhar?,doc,
1587,Existe versão digital da resolução 64/2022?,doc,
1588,O plano de cargos da ALRN tem atualização recente?,doc,
1589,Qual é o texto vigente sobre férias dos servidores?,doc,
1590,O que diz o regimento atual da Assembleia Legislativa?,doc,
1591,Quais leis regulamentam os servidores públicos estaduais?,doc,
1592,Onde posso ler o plano de cargos e funções da ALRN?,doc,
1593,A resolução 75/2024 já foi publicada?,doc,
1594,Posso acessar a resolução 78 de 2024?,doc,
1595,Avaliação no estágio probatório: onde está definida?,doc,
1596,Preciso consultar a resolução 106 de 2018.,doc,
1597,Há alguma norma sobre férias integrais e parciais?,doc,
1598,Manual legislativo da ALRN: como acessar?,doc,
1599,Quais dispositivos estão na resolução 89/2017?,doc,
1600,"Me mostre a resolução nº 618, de 2022.",doc,
1601,Onde encontro a íntegra da resolução 64 de 2022?,doc,
1602,Existe uma norma que trata do plano de carreiras da Assembleia?,doc,
1603,Venda de férias está prevista em qual documento?,doc,
1604,Como consultar o documento do regimento da ALRN?,doc,
1605,Onde encontro a legislação dos servidores estaduais?,doc,
1606,O plano de cargos da ALRN está disponível online?,doc,
1607,Tem o PDF da resolução 75/2024?,doc,
1608,Preciso da norma referente ao auxílio saúde.,doc,
1609,Onde estão os critérios de avaliação para estágio?,doc,
1610,Posso ver a íntegra da resolução nº 106/2018?,doc,
1611,Qual legislação fala sobre o gozo de férias?,doc,
1612,Tem manual com os trâmites legislativos?,doc,
1613,A resolução nº 89 de 2017 trata de quê?,doc,
1614,Você pode mostrar a resolução 618?,doc,
1615,A resolução 64 de 2022 está acessível?,doc,
1616,Me diga o que consta no plano de cargos.,doc,
1617,Existe legislação sobre abono pecuniário de férias?,doc,
1618,Onde leio sobre a concessão de férias na ALRN?,doc,
1619,Qual é a norma que regula o regimento interno da ALRN?,doc,
1620,Onde posso consultar os direitos dos servidores públicos estaduais?,doc,
1621,O plano de cargos e salários da ALRN está disponível onde?,doc,
1622,"Pode me passar o texto da resolução nº 75, de 2024?",doc,
1623,Onde está publicada a resolução 78/2024 sobre auxílio saúde?,doc,
1624,Que documento trata da avaliação no estágio probatório?,doc,
1625,"Me envie o conteúdo integral da resolução nº 106, de 2018.",doc,
1626,Quais são as orientações legais sobre férias na ALRN?,doc,
1627,Existe um guia para entender o processo legislativo da ALRN?,doc,
1628,Você possui a resolução 89/2017 para consulta?,doc,
1629,Há como acessar o texto da resolução nº 618/2022?,doc,
1630,"Me informe sobre a resolução nº 64, publicada em 2022.",doc,
1631,As férias dos servidores estão regulamentadas em qual norma?,doc,
1632,Onde posso baixar o regimento interno da ALRN?,doc,
1633,Onde encontro as regras do regime jurídico dos servidores do RN?,doc,
1634,Como acessar o plano de carreira da Assembleia Legislativa?,doc,
1635,A resolução 75 de 2024 está disponível para download?,doc,
1636,Que resoluções tratam do auxílio saúde para servidores?,doc,
1637,Onde encontro a regulamentação da avaliação probatória?,doc,
1638,"Posso obter a resolução 106, aprovada em 2018?",doc,
1639,Há documentos que falem sobre férias na ALRN?,doc,
1640,Existe versão digital do manual do processo legislativo?,doc,
1641,Onde está arquivada a resolução nº 89/2017?,doc,
1642,Qual o endereço para consultar a resolução 618/2022?,doc,
1643,"Como posso ver a resolução nº 64, do ano de 2022?",doc,
1644,Onde consigo a versão mais recente do plano de cargos da ALRN?,doc,
1645,Onde está a norma que disciplina o período de férias dos servidores?,doc,
1646,Você possui o regimento oficial da Assembleia Legislativa do RN?,doc,
1647,Tem algum site com o regime jurídico dos servidores estaduais?,doc,
1648,Como posso obter o conteúdo do plano de cargos e vencimentos?,doc,
1649,Me passe a resolução 75 de 2024 em PDF.,doc,
1650,Onde foi publicada a resolução sobre o auxílio saúde de 2024?,doc,
1651,Avaliação em estágio probatório: qual é a base legal?,doc,
1652,Gostaria de baixar a resolução 106/2018.,doc,
1653,Quais são os artigos da resolução 89 de 2017?,doc,
1654,Existe um portal com a resolução 618/2022?,doc,
1655,Qual é a ementa da resolução nº 64/2022?,doc,
1656,Onde estão detalhadas as progressões no plano de cargos?,doc,
1657,Existe previsão legal para vender 1/3 das férias?,doc,
1658,Férias regulamentadas na ALRN: onde consultar?,doc,
1659,Qual documento define o regimento da Assembleia Legislativa do RN?,doc,
1660,Que norma rege os deveres dos servidores públicos do RN?,doc,
1661,Como são definidas as carreiras da ALRN?,doc,
1662,"Você consegue me enviar a resolução 75, do ano de 2024?",doc,
1663,Me envie a regulamentação oficial das férias dos servidores da ALRN.,doc,
Assistente_1,A avaliação do estágio probatório dos servidores comissionados acontecem de quanto em quanto tempo?,consulta,
Assistente_2,a contagem começa no dia do casamento?,consulta,
Assistente_3,"A respeito do plano de carreira do cargo de técnico legislativo, consegue me mostrar uma tabela com os vencimentos e as classes?",consulta,
Assistente_4,a sessão solene para entrega de título honorífico conta nas 4 que o deputado tem?,consulta,
Assistente_5,Abono de Permanecia Servidor,consulta,
Assistente_6,abono pecuniário da Resolução n 0133/2025,doc,
Assistente_7,analista legislativo,consulta,
Assistente_8,Ao final da tramitação de um projeto de lei qual a possibilidade da última situação para uma tramitação no processo legislativo?,consulta,
Assistente_9,"arts. 88, II, c, e 98 da Lei Complementar Estadual nº 122/1994",doc,
Assistente_10,Ato da Mesa nº 618/2022,doc,
Assistente_11,Auxílio de Assistência à Saúde,doc,
Assistente_12,auxilio saude,consulta,
Assistente_13,auxílio saúde,consulta,
Assistente_14,Base de calcúlo abono pecuniário,consulta,
Assistente_15,Base de cálculo conversão de férias em abono pecuniário,consulta,
Assistente_16,base de cálculo para férias,consulta,
Assistente_17,"boa tarde, qual a tabela atual de remuneação dos tecnicos legislativos",consulta,
Assistente_18,"Bom dia, quais as normativas referentes à férias ?",consulta,
Assistente_19,calculo da venda de 20 dias das férias em abono pecuniário,consulta,
Assistente_20,cálculo de férias,consulta,
Assistente_21,calendário de pagamento 2025,out,
Assistente_22,calendário de pagamento mensal de 2025,out,
Assistente_23,cargos criados no plano de cargos,consulta,
Assistente_24,codigo de etica da alrn,doc,
Assistente_25,Com relação ao processo de reonhecimento de utilidade pública?,consulta,
Assistente_26,comissoes permanentes da alrn,consulta,
Assistente_27,como cALCULAR O DECIMO TERCEIRO SALARIO NA ALRN,consulta,
Assistente_28,Como devo fazer para poder receber o auxílio saúde?,consulta,
Assistente_29,Como devo fazer para receber o auxílio saúde?,consulta,
Assistente_30,como é calculada as funções gratificadas dos policiais militares?,consulta,
Assistente_31,Como é calculado o 13º na assembleia dê um exemplo,consulta,
Assistente_32,Como é calculado o valor base das férias?,consulta,
Assistente_33,Como é composta a procuradoria especial da mulher?,consulta,
Assistente_34,Como é formada a procuradoria especial da mulher?,consulta,
Assistente_35,Como faço para receber o auxílio saúde?,consulta,
Assistente_36,como faço para solicitar auxilio saude?,consulta,
Assistente_37,Como faço para solicitar o auxílio saúde?,consulta,
Assistente_38,"como faz a substituição de férias de cargos cp,issionados",consulta,
Assistente_39,como funcinona o cálculo das férias?,consulta,
Assistente_40,como funciona a pecunia de conversão do gozo de férias agora?,consulta,
Assistente_41,Como funciona a questão do quórum nas nessas plenárias ? Quais coisas precisam de quórum para ocorrer e de quanto é esse quórum em cada uma das situações ?,consulta,
Assistente_42,Como funciona a venda de férias?,consulta,
Assistente_43,como funciona Licença para tratar de interesses particulares,consulta,
Assistente_44,como proceder com a venda das férias?,consulta,
Assistente_45,Como protocolocar requerimento de Abono de Permanencia?,consulta,
Assistente_46,Como recebo auxílio saúde?,consulta,
Assistente_47,como solicitar auxilio saude,consulta,
Assistente_48,contagem de prazo em dias úteis ou corridos ?,consulta,
Assistente_49,conversão de férias 2025,doc,
Assistente_50,"corrija, o 13º é com base no ano corrente, não com o tempo de serviço",consulta,
Assistente_51,de acordo com as normas vigentes quem pode substituir alguma chefia,consulta,
Assistente_52,De acordo com o Regime Jurídico da ALERN Servidores comissionados passam por estágio probatório?,consulta,
Assistente_53,de que trataa a Resolução 133?,doc,
Assistente_54,decurso de prazo,consulta,
Assistente_55,decurso de prazo em comissões permanentes,consulta,
Assistente_56,dia 20 de junho é ponto facultativo ?,consulta,
Assistente_57,Diga algo sobre o regimento interno da ALRN,consulta,
Assistente_58,"documentos normativos diretamente, em caso de dúvida. Qual a data de nomeação do ""João Alves Ferreira Neto""",out,
Assistente_59,e a resolução 90/2017? teve algum cargo criado ou extinto?,doc,
Assistente_60,e em tramitacao ordinaria,consulta,
Assistente_61,E nas sessões extraordinárias ?,consulta,
Assistente_62,é necessário comprovar a partir de quantos dias de acompanhamento?,consulta,
Assistente_63,e o plano de cargos e carreira?,consulta,
Assistente_64,E o que fazer diante do acúmulo de dias de férias não gozadas?,consulta,
Assistente_65,E o quórum para deliberação de Projetos de Lei Complementar ?,consulta,
Assistente_66,E para votação de projetos de resolução para entrega de títulos honoríficos ?,consulta,
Assistente_67,E qual seria o caminho a ser percorrido por um processo deste tipo?,consulta,
Assistente_68,e quanto a substituição de servidores em funções,consulta,
Assistente_69,"Em Digimon Aventure, Joy se elege como depudato e vai particiar da eleição da mesa, o que ele precisa saber?",out,
Assistente_70,Em quais datas acontece o recesso da Assembleia Legislativa?,consulta,
Assistente_71,Em que casos o comitê de ética deve ser acionado?,consulta,
Assistente_72,"estrutura da alrn, norma",doc,
Assistente_73,Existe a possibilidade de 20 horas semanais?,consulta,
Assistente_74,existe a possibilidade do servidor acompanhar filhos menores em competições oficiais,consulta,
Assistente_75,"Existe alguma lei que para contratação para atuar em universidades, tem a exigência de ser nível superior. Você sabe dizer se tem alguma lei no estado sobre isso ?",consulta,
Assistente_76,existe alguma resolução interna referente a licença para acompanhamento de parente com enfermidade?,consulta,
Assistente_77,existe requisitos para esses substituto? precisa ser da mesma unidade?,consulta,
Assistente_78,exite algo no regimento interno?,consulta,
Assistente_79,Faça um resumo do plano de cargos e carreiras do servidor da ALRN.,consulta,
Assistente_80,Forneça o código de ética dos servidores da ALRN,doc,
Assistente_81,GECE,doc,
Assistente_82,Gostaria de acessar o manual de redação da instituição,consulta,
Assistente_83,Gostaria de saber quando o senhor René Frydman foi homenageado na Assembleia Legislativa,consulta,
Assistente_84,gozo de férias,consulta,
Assistente_85,"Há a previsão de venda de dias de férias não gozadas para servidores da ativa, diante do acúmulo dessas férias?",consulta,
Assistente_86,horaio das proposições,consulta,
Assistente_87,horário das proposições,consulta,
Assistente_88,horário dos líderes,consulta,
Assistente_89,horário dos oradores,consulta,
Assistente_90,"if (x == 5 && x > 5) { print(""deu certo!"") } Encontre o erro de lógica nesse código",out,
Assistente_91,imposto de renda,out,
Assistente_92,JOAO ALVES FERREIRA NETO,out,
Assistente_93,Licença maternidade precisa da assinatura do chefe imediato no requerimento ?,consulta,
Assistente_94,LICENÇA PARA ACOMPANHAMENTO DE FILHO MENOR DE IDADE,consulta,
Assistente_95,licencas nao remuneradas,consulta,
Assistente_96,mas esse regime de provimento em comissao tem carteira assinada?,consulta,
Assistente_97,"Mas no caso de acúmulo de 05 períodos de férias, o que acontece?",consulta,
Assistente_98,me mostre o ato da mesa 2531/2023,doc,
Assistente_99,me mostre o inciso XVII do art. 2º do anexo v do ato de mesa 2531/2023,doc,
Assistente_100,memorando sobre transportes,consulta,
Assistente_101,Morte de parente justifica a ausencia,consulta,
Assistente_102,Morte de parente justifica a ausência de servidor,consulta,
Assistente_103,na assembleia tem algum regulamento interno que mencione substituto dos titulares?,consulta,
Assistente_104,Nº 618/2022 técnico em tecnologia da informação,consulta,
Assistente_105,No contexto da ALERN quais são os requisitos para se obter o auxílio saúde?,consulta,
Assistente_106,normas sobre o regime jurídico dos servidores,doc,
Assistente_107,normas sobre uso de transportes na Assembleia do RN,doc,
Assistente_108,o auxilio alimentação tbm está incluso?,consulta,
